Class-Section,"Professor, Name      ",Class Name,Location,Meeting Dates,Book Name,ISBN,CRN
MNET 420 -104,"Perini, Carl      ", QUALITY SYSTEMS,CKB 310,M- 05:45 PM - 09:35 PM,,,14244
MNET 495 -357,"Juliano, Thomas      ", COOPERATIVE EXPERIEN II,, -,,,14245
MR GLBL -002,"Ronchi, Lea      ", STUDY ABROAD PROVIDER PROGRAM,, -,,,15852
MR GRAD -002,"Rufo, Monica      ", MAINTAINING REGISTRATION,, -,,,14246
MR INTL -002,"Rattray-Foote, Niki      ", STUDY ABROAD,, -,,,15853
MR MIL -002,"Pawlowski, Lynn      ", MAINTAINING REGISTRATION,, -,,,15756
MR REG -002,"Beatty, Jeffrey      ", MAINTAINING REGISTRATION,, -,,,14247
MR UMD -001,,MAINTAINING REG-UMD DORM,, -,,,14248
MRKT 330 -002,"Chen, Weizhi      ", PRINCIPLES OF MARKETING,FMH 213,TR- 04:00 PM - 05:20 PM,,,14249
MRKT 330 -102,"Guilbault, Melodi      ", PRINCIPLES OF MARKETING,CKB G08,T- 06:00 PM - 08:50 PM,,,14250
MRKT 330 -104,"Guilbault, Melodi      ", PRINCIPLES OF MARKETING,CKB G08,R- 06:00 PM - 08:50 PM,,,14251
MRKT 330 -452,"Mehta, Rajiv      ", PRINCIPLES OF MARKETING,, -,,,14252
MRKT 330 -454,"Mehta, Rajiv      ", PRINCIPLES OF MARKETING,, -,,,14253
MRKT 330 -456,"Roman, Joseph      ", PRINCIPLES OF MARKETING,, -,,,14254
MRKT 330 -HM2,"Chen, Weizhi      ",PRINCIPLES OF MARKETING - HONORS,FMH 213,TR- 04:00 PM - 05:20 PM,,,14255
MRKT 339 -002,"Marques, Karen      ", SELLING PROMOTION,KUPF 105,MR- 04:00 PM - 05:20 PM,,,14256
MRKT 430 -102,"Zhang, Haisu      ", MARKETING RESEARCH,MALL PC37,W- 06:00 PM - 08:50 PM,,,14257
MRKT 435 -102,"Leibman, Raymond      ", INTERNATIONAL MARKETING,KUPF 205,M- 06:00 PM - 08:50 PM,,,14258
MRKT 485 -002,"Guilbault, Melodi      ", ST: STUDY ABROAD,, -,,,14259
MRKT 485 -HM2,"Guilbault, Melodi      ", ST: STUDY ABROAD,, -,,,14260
MRKT 620 -102,"Mehta, Rajiv      ", GLOBAL MARKETING MANAGEMENT,CULM LECT 3,W- 06:00 PM - 08:50 PM,,,14261
MRKT 620 -852,"Thomas, Ellen      ", GLOBAL MARKETING MANAGEMENT,, -,,,14262
MRKT 645 -852,"Fresneda Fernandez, Jorge Eduardo    ", DIGITAL MARKETING STRATEGIES,, -,,,14263
MRKT 725 -873,"Guilbault, Melodi      ", INDEPENDENT STUDY,, -,,,14264
MRKT 725 -894,"Fresneda Fernandez, Jorge Eduardo    ", INDEPENDENT STUDY,, -,,,15860
MTEN 613 -102,"Schoenitz, Mirko      ", CHARACTERIZATION OF MATERIALS,CKB 212,R- 06:00 PM - 08:50 PM,,,14265
MTEN 700B -071,"Sirkar, Kamalesh      ", MASTER'S PROJECT,, -,,,14266
MTEN 700B -088,"Basuray, Sagnik      ", MASTER'S PROJECT,, -,,,14267
MTEN 700B -090,"Bilgili, Ecevit      ", MASTER'S PROJECT,, -,,,14268
MTEN 700B -091,"Xu, Xiaoyang      ", MASTER'S PROJECT,, -,,,14269
MTEN 700B -093,"McEnnis, Kathleen      ", MASTER'S PROJECT,, -,,,14270
MTEN 700B -114,"Schoenitz, Mirko      ", MASTER'S PROJECT,, -,,,14271
MTEN 700B -116,"Gogos, Costas      ", MASTER'S PROJECT,, -,,,14272
MTEN 700B -119,"Wang, Xianqin      ", MASTER'S PROJECT,, -,,,14273
MTEN 700B -132,"Chen, Hao      ", MASTER'S PROJECT,, -,,,14274
MTEN 700B -143,"Li, Mengyan      ", MASTER'S PROJECT,, -,,,14275
MTEN 700B -145,"Venerus, David      ", MASTER'S PROJECT,, -,,,14276
MTEN 700B -152,"Zhang, Yuanwei      ", MASTER'S PROJECT,, -,,,14277
MTEN 700B -156,"Farinas, Edgardo      ", MASTER'S PROJECT,, -,,,14278
MTEN 700B -158,"Khalizov, Alexei      ", MASTER'S PROJECT,, -,,,14279
MTEN 700B -212,"Voronov, Roman      ", MASTER'S PROJECT,, -,,,14280
MTEN 700B -214,"Gor, Gennady      ", MASTER'S PROJECT,, -,,,14281
MTEN 700B -217,"Guvendiren, Murat      ", MASTER'S PROJECT,, -,,,14282
MTEN 700B -445,"Dave, Rajesh      ", MASTER'S PROJECT,, -,,,14283
MTEN 700B -487,"Dreyzin, Edward      ", MASTER'S PROJECT,, -,,,14284
MTEN 701B -071,"Sirkar, Kamalesh      ", MASTERS THESIS,, -,,,14285
MTEN 701B -088,"Basuray, Sagnik      ", MASTERS THESIS,, -,,,14286
MTEN 701B -090,"Bilgili, Ecevit      ", MASTERS THESIS,, -,,,14287
MTEN 701B -091,"Xu, Xiaoyang      ", MASTERS THESIS,, -,,,14288
MTEN 701B -093,"McEnnis, Kathleen      ", MASTERS THESIS,, -,,,14289
MTEN 701B -114,"Schoenitz, Mirko      ", MASTERS THESIS,, -,,,14290
MTEN 701B -116,"Gogos, Costas      ", MASTERS THESIS,, -,,,14291
MTEN 701B -119,"Wang, Xianqin      ", MASTERS THESIS,, -,,,14292
MTEN 701B -132,"Chen, Hao      ", MASTERS THESIS,, -,,,14293
MTEN 701B -143,"Li, Mengyan      ", MASTERS THESIS,, -,,,14294
MTEN 701B -145,"Venerus, David      ", MASTERS THESIS,, -,,,14295
MTEN 701B -152,"Zhang, Yuanwei      ", MASTERS THESIS,, -,,,14296
MTEN 701B -156,"Farinas, Edgardo      ", MASTERS THESIS,, -,,,14297
MTEN 701B -158,"Khalizov, Alexei      ", MASTERS THESIS,, -,,,14298
MTEN 701B -212,"Voronov, Roman      ", MASTERS THESIS,, -,,,14299
MTEN 701B -214,"Gor, Gennady      ", MASTERS THESIS,, -,,,14300
MTEN 701B -217,"Guvendiren, Murat      ", MASTERS THESIS,, -,,,14301
MTEN 701B -445,"Dave, Rajesh      ", MASTERS THESIS,, -,,,14302
MTEN 701B -487,"Dreyzin, Edward      ", MASTERS THESIS,, -,,,14303
MTEN 725 -071,"Sirkar, Kamalesh      ", INDEPENDENT STUDY I,, -,,,14304
MTEN 725 -088,"Basuray, Sagnik      ", INDEPENDENT STUDY I,, -,,,14305
MTEN 725 -090,"Bilgili, Ecevit      ", INDEPENDENT STUDY I,, -,,,14306
MTEN 725 -091,"Xu, Xiaoyang      ", INDEPENDENT STUDY I,, -,,,14307
MTEN 725 -093,"McEnnis, Kathleen      ", INDEPENDENT STUDY I,, -,,,14308
MTEN 725 -114,"Schoenitz, Mirko      ", INDEPENDENT STUDY I,, -,,,14309
MTEN 725 -116,"Gogos, Costas      ", INDEPENDENT STUDY I,, -,,,14310
MTEN 725 -119,"Wang, Xianqin      ", INDEPENDENT STUDY I,, -,,,14311
MTEN 725 -132,"Chen, Hao      ", INDEPENDENT STUDY I,, -,,,14312
MTEN 725 -143,"Li, Mengyan      ", INDEPENDENT STUDY I,, -,,,14313
MTEN 725 -145,"Venerus, David      ", INDEPENDENT STUDY I,, -,,,14314
MTEN 725 -152,"Zhang, Yuanwei      ", INDEPENDENT STUDY I,, -,,,14315
MTEN 725 -156,"Farinas, Edgardo      ", INDEPENDENT STUDY I,, -,,,14316
MTEN 725 -158,"Khalizov, Alexei      ", INDEPENDENT STUDY I,, -,,,14317
MTEN 725 -212,"Voronov, Roman      ", INDEPENDENT STUDY I,, -,,,14318
MTEN 725 -214,"Gor, Gennady      ", INDEPENDENT STUDY I,, -,,,14319
MTEN 725 -217,"Guvendiren, Murat      ", INDEPENDENT STUDY I,, -,,,14320
MTEN 725 -445,"Dave, Rajesh      ", INDEPENDENT STUDY I,, -,,,14321
MTEN 725 -487,"Dreyzin, Edward      ", INDEPENDENT STUDY I,, -,,,14322
MTEN 726 -071,"Sirkar, Kamalesh      ", INDEPENDENT STUDY II,, -,,,14323
MTEN 726 -088,"Basuray, Sagnik      ", INDEPENDENT STUDY II,, -,,,14324
MTEN 726 -090,"Bilgili, Ecevit      ", INDEPENDENT STUDY II,, -,,,14325
MTEN 726 -091,"Xu, Xiaoyang      ", INDEPENDENT STUDY II,, -,,,14326
MTEN 726 -093,"McEnnis, Kathleen      ", INDEPENDENT STUDY II,, -,,,14327
MTEN 726 -114,"Schoenitz, Mirko      ", INDEPENDENT STUDY II,, -,,,14328
MTEN 726 -116,"Gogos, Costas      ", INDEPENDENT STUDY II,, -,,,14329
MTEN 726 -119,"Wang, Xianqin      ", INDEPENDENT STUDY II,, -,,,14330
MTEN 726 -132,"Chen, Hao      ", INDEPENDENT STUDY II,, -,,,14331
MTEN 726 -143,"Li, Mengyan      ", INDEPENDENT STUDY II,, -,,,14332
MTEN 726 -145,"Venerus, David      ", INDEPENDENT STUDY II,, -,,,14333
MTEN 726 -152,"Zhang, Yuanwei      ", INDEPENDENT STUDY II,, -,,,14334
MTEN 726 -156,"Farinas, Edgardo      ", INDEPENDENT STUDY II,, -,,,14335
MTEN 726 -158,"Khalizov, Alexei      ", INDEPENDENT STUDY II,, -,,,14336
MTEN 726 -212,"Voronov, Roman      ", INDEPENDENT STUDY II,, -,,,14337
MTEN 726 -214,"Gor, Gennady      ", INDEPENDENT STUDY II,, -,,,14338
MTEN 726 -217,"Guvendiren, Murat      ", INDEPENDENT STUDY II,, -,,,14339
MTEN 726 -445,"Dave, Rajesh      ", INDEPENDENT STUDY II,, -,,,14340
MTEN 726 -487,"Dreyzin, Edward      ", INDEPENDENT STUDY II,, -,,,14341
MTEN 790A -071,"Sirkar, Kamalesh      ", DOCT DISSERTATION & RES,, -,,,14342
MTEN 790A -088,"Basuray, Sagnik      ", DOCT DISSERTATION & RES,, -,,,14343
MTEN 790A -090,"Bilgili, Ecevit      ", DOCT DISSERTATION & RES,, -,,,14344
MTEN 790A -091,"Xu, Xiaoyang      ", DOCT DISSERTATION & RES,, -,,,14345
MTEN 790A -093,"McEnnis, Kathleen      ", DOCT DISSERTATION & RES,, -,,,14346
MTEN 790A -114,"Schoenitz, Mirko      ", DOCT DISSERTATION & RES,, -,,,14347
MTEN 790A -116,"Gogos, Costas      ", DOCT DISSERTATION & RES,, -,,,14348
MTEN 790A -119,"Wang, Xianqin      ", DOCT DISSERTATION & RES,, -,,,14349
MTEN 790A -132,"Chen, Hao      ", DOCT DISSERTATION & RES,, -,,,14350
MTEN 790A -143,"Li, Mengyan      ", DOCT DISSERTATION & RES,, -,,,14351
MTEN 790A -145,"Venerus, David      ", DOCT DISSERTATION & RES,, -,,,14352
MTEN 790A -152,"Zhang, Yuanwei      ", DOCT DISSERTATION & RES,, -,,,14353
MTEN 790A -156,"Farinas, Edgardo      ", DOCT DISSERTATION & RES,, -,,,14354
MTEN 790A -158,"Khalizov, Alexei      ", DOCT DISSERTATION & RES,, -,,,14355
MTEN 790A -212,"Voronov, Roman      ", DOCT DISSERTATION & RES,, -,,,14356
MTEN 790A -214,"Gor, Gennady      ", DOCT DISSERTATION & RES,, -,,,14357
MTEN 790A -217,"Guvendiren, Murat      ", DOCT DISSERTATION & RES,, -,,,14358
MTEN 790A -445,"Dave, Rajesh      ", DOCT DISSERTATION & RES,, -,,,14359
MTEN 790A -487,"Dreyzin, Edward      ", DOCT DISSERTATION & RES,, -,,,14360
MTEN 790B -071,"Sirkar, Kamalesh      ", DOCT DISSERTATION & RES,, -,,,14361
MTEN 790B -088,"Basuray, Sagnik      ", DOCT DISSERTATION & RES,, -,,,14362
MTEN 790B -090,"Bilgili, Ecevit      ", DOCT DISSERTATION & RES,, -,,,14363
MTEN 790B -091,"Xu, Xiaoyang      ", DOCT DISSERTATION & RES,, -,,,14364
MTEN 790B -093,"McEnnis, Kathleen      ", DOCT DISSERTATION & RES,, -,,,14365
MTEN 790B -114,"Schoenitz, Mirko      ", DOCT DISSERTATION & RES,, -,,,14366
MTEN 790B -116,"Gogos, Costas      ", DOCT DISSERTATION & RES,, -,,,14367
MTEN 790B -119,"Wang, Xianqin      ", DOCT DISSERTATION & RES,, -,,,14368
MTEN 790B -132,"Chen, Hao      ", DOCT DISSERTATION & RES,, -,,,14369
MTEN 790B -143,"Li, Mengyan      ", DOCT DISSERTATION & RES,, -,,,14370
MTEN 790B -145,"Venerus, David      ", DOCT DISSERTATION & RES,, -,,,14371
MTEN 790B -152,"Zhang, Yuanwei      ", DOCT DISSERTATION & RES,, -,,,14372
MTEN 790B -156,"Farinas, Edgardo      ", DOCT DISSERTATION & RES,, -,,,14373
MTEN 790B -158,"Khalizov, Alexei      ", DOCT DISSERTATION & RES,, -,,,14374
MTEN 790B -212,"Voronov, Roman      ", DOCT DISSERTATION & RES,, -,,,14375
MTEN 790B -214,"Gor, Gennady      ", DOCT DISSERTATION & RES,, -,,,14376
MTEN 790B -217,"Guvendiren, Murat      ", DOCT DISSERTATION & RES,, -,,,14377
MTEN 790B -445,"Dave, Rajesh      ", DOCT DISSERTATION & RES,, -,,,14378
MTEN 790B -487,"Dreyzin, Edward      ", DOCT DISSERTATION & RES,, -,,,14379
MTEN 792 -071,"Sirkar, Kamalesh      ",PRE-DOCTORAL RESEARCH,, -,,,14380
MTEN 792 -088,"Basuray, Sagnik      ",PRE-DOCTORAL RESEARCH,, -,,,14381
MTEN 792 -090,"Bilgili, Ecevit      ",PRE-DOCTORAL RESEARCH,, -,,,14382
MTEN 792 -091,"Xu, Xiaoyang      ",PRE-DOCTORAL RESEARCH,, -,,,14383
MTEN 792 -093,"McEnnis, Kathleen      ",PRE-DOCTORAL RESEARCH,, -,,,14384
MTEN 792 -114,"Schoenitz, Mirko      ",PRE-DOCTORAL RESEARCH,, -,,,14385
MTEN 792 -116,"Gogos, Costas      ",PRE-DOCTORAL RESEARCH,, -,,,14386
MTEN 792 -119,"Wang, Xianqin      ",PRE-DOCTORAL RESEARCH,, -,,,14387
MTEN 792 -132,"Chen, Hao      ",PRE-DOCTORAL RESEARCH,, -,,,14388
MTEN 792 -143,"Li, Mengyan      ",PRE-DOCTORAL RESEARCH,, -,,,14389
MTEN 792 -145,"Venerus, David      ",PRE-DOCTORAL RESEARCH,, -,,,14390
MTEN 792 -152,"Zhang, Yuanwei      ",PRE-DOCTORAL RESEARCH,, -,,,14391
MTEN 792 -156,"Farinas, Edgardo      ",PRE-DOCTORAL RESEARCH,, -,,,14392
MTEN 792 -158,"Khalizov, Alexei      ",PRE-DOCTORAL RESEARCH,, -,,,14393
MTEN 792 -212,"Voronov, Roman      ",PRE-DOCTORAL RESEARCH,, -,,,14394
MTEN 792 -214,"Gor, Gennady      ",PRE-DOCTORAL RESEARCH,, -,,,14395
MTEN 792 -217,"Guvendiren, Murat      ",PRE-DOCTORAL RESEARCH,, -,,,14396
MTEN 792 -445,"Dave, Rajesh      ",PRE-DOCTORAL RESEARCH,, -,,,14397
MTEN 792 -487,"Dreyzin, Edward      ",PRE-DOCTORAL RESEARCH,, -,,,14398
MTH 120 -002,, PRECALCULUS II,,TRF- 10:00 AM - 11:20 AM,,,15870
MTH 121 -001,, ANAL GEOMETRY & CALC I,,MR- 08:10 AM - 09:50 AM,,,15850
MTH 121 -002,, ANAL GEOMETRY & CALC I,,- ,,,15918
MTH 122 -001,, CALC WTH ANALYTC GEO II,,TRF- 08:30 AM - 09:50 AM,,,15730
MTH 122 -002,, CALC WTH ANALYTC GEO II,,MWF- 01:00 PM - 02:20 PM,,,15881
MTH 122 -OAC,, CALC WTH ANALYTC GEO II,,MW- 05:15 PM - 07:15 PM,,,15871
MTH 127 -002,, BASIC CALCULUS,,MWF- 03:50 PM - 05:10 PM,,,15882
MTH 127 -OAC,, BASIC CALCULUS,,MW- 07:25 PM - 09:10 PM,,,15774
MTH 141 -001,, MATHEMATICAL STATISTICS,,MW- 01:00 PM - 02:20 PM,,,15858
MTH 221 -001,, ANAL GEOMETRY & CALC III,,TRF- 01:00 PM - 02:20 PM,,,15814
MTH 221 -0AC,, ANAL GEOMETRY & CALC III,,MF- 05:15 PM - 07:00 PM,,,15838
MTH 221 -OAC,, ANAL GEOMETRY & CALC III,,MF- 05:15 PM - 07:00 PM,,,15895
MTH 222 -001,, DIFFERENTIAL EQUATIONS,,TRF- 11:30 AM - 12:50 PM,,,15932
MTH 222 -0AC,, DIFFERENTIAL EQUATIONS,,TR- 05:15 PM - 07:15 PM,,,15796
MTH 222 -OAC,, DIFFERENTIAL EQUATIONS,,TR- 05:15 PM - 07:15 PM,,,16031
MTH 239 -001,, INTRO TO LINEAR ALGEBRA,,TR- 01:00 PM - 02:20 PM,,,15933
MTSE 301 -002,"Opyrchal, Halina      ", MATERIALS SCIENCE,KUPF 204,MW- 10:00 AM - 11:20 AM,,,14399
MTSE 590 -792,"Ravindra, N.      ", GRAD COOP WORK EXP I,, -,,,14400
MTSE 590 -808,"Tyson, Trevor      ", GRAD COOP WORK EXP I,, -,,,14401
MTSE 591 -792,"Ravindra, N.      ", GRAD COOP WORK EXPERIENCE II,, -,,,16049
MTSE 591 -808,"Tyson, Trevor      ", GRAD COOP WORK EXPERIENCE II,, -,,,14402
MTSE 593 -792,"Ravindra, N.      ",GRADUATE CO-OP WORK EXP IV,, -,,,14403
MTSE 602 -102,"Gokce, Oktay      ", THERMODYNAMICS OF MATERL,FMH 308,W- 06:00 PM - 08:50 PM,,,14404
MTSE 603 -002,, INTRO TO PHYS PRIN OF MATERIAL,,F- 01:00 PM - 03:50 PM,,,14405
MTSE 610 -102,, MECHANICAL PROP MATERIAL,,R- 06:00 PM - 08:50 PM,,,14406
MTSE 681 -102,, COMPOSITE MATERIALS,,T- 06:00 PM - 08:50 PM,,,14407
MTSE 690 -792,"Ravindra, N.      ", DIRECTED STUDY IN MTSE,, -,,,14408
MTSE 700B -217,"Guvendiren, Murat      ", MASTER'S PROJECT,, -,,,15749
MTSE 700B -445,"Dave, Rajesh      ", MASTER'S PROJECT,, -,,,14409
MTSE 700B -792,"Ravindra, N.      ", MASTER'S PROJECT,, -,,,14410
MTSE 700B -825,"Sirenko, Andrei      ", MASTER'S PROJECT,, -,,,14411
MTSE 700B -828,"Prodan, Camelia      ", MASTER'S PROJECT,, -,,,14412
MTSE 701B -071,"Sirkar, Kamalesh      ", MASTER'S THESIS,, -,,,14413
MTSE 701B -072,"Jaffe, Michael      ", MASTER'S THESIS,, -,,,14414
MTSE 701B -155,"Iqbal, Zafar      ", MASTER'S THESIS,, -,,,14415
MTSE 701B -253,"Grebel, Haim      ", MASTER'S THESIS,, -,,,14416
MTSE 701B -270,"Sosnowski, Marek      ", MASTER'S THESIS,, -,,,14417
MTSE 701B -304,"Arinzeh, Treena      ", MASTER'S THESIS,, -,,,14418
MTSE 701B -781,"Chin, Ken      ", MASTER'S THESIS,, -,,,14419
MTSE 701B -792,"Ravindra, N.      ", MASTER'S THESIS,, -,,,14420
MTSE 701B -803,"Levy, Roland      ", MASTER'S THESIS,, -,,,14421
MTSE 701B -808,"Tyson, Trevor      ", MASTER'S THESIS,, -,,,14422
MTSE 701B -819,"Thomas, Gordon      ", MASTER'S THESIS,, -,,,14423
MTSE 701B -825,"Sirenko, Andrei      ", MASTER'S THESIS,, -,,,14424
MTSE 701B -828,"Prodan, Camelia      ", MASTER'S THESIS,, -,,,14425
MTSE 725 -071,"Sirkar, Kamalesh      ", INDEPENDENT STUDY I,, -,,,14426
MTSE 725 -792,"Ravindra, N.      ", INDEPENDENT STUDY I,, -,,,14427
MTSE 725 -808,"Tyson, Trevor      ", INDEPENDENT STUDY I,, -,,,14428
MTSE 725 -828,"Prodan, Camelia      ", INDEPENDENT STUDY I,, -,,,14429
MTSE 726 -071,"Sirkar, Kamalesh      ", INDEPENDENT STUDY II,, -,,,15974
MTSE 726 -792,"Ravindra, N.      ", INDEPENDENT STUDY II,, -,,,14430
MTSE 765 -002,"Gokce, Oktay      ", THIN FILM PREP & CHARACTERIZAT,FMH 319,M- 01:00 PM - 03:50 PM,,,14431
MTSE 790A -071,"Sirkar, Kamalesh      ", DOCTORAL DISSERTATION,, -,,,15972
MTSE 790A -072,"Jaffe, Michael      ", DOCTORAL DISSERTATION,, -,,,15936
MTSE 790A -080,"Armenante, Piero      ", DOCTORAL DISSERTATION,, -,,,15937
MTSE 790A -148,"Mitra, Somenath      ", DOCTORAL DISSERTATION,, -,,,15701
MTSE 790A -150,"Krasnoperov, Lev      ", DOCTORAL DISSERTATION,, -,,,14432
MTSE 790A -155,"Iqbal, Zafar      ", DOCTORAL DISSERTATION,, -,,,14433
MTSE 790A -304,"Arinzeh, Treena      ", DOCTORAL DISSERTATION,, -,,,14434
MTSE 790A -781,"Chin, Ken      ", DOCTORAL DISSERTATION,, -,,,14435
MTSE 790A -792,"Ravindra, N.      ", DOCTORAL DISSERTATION,, -,,,14436
MTSE 790A -796,"Ahn, Keun Hyuk     ", DOCTORAL DISSERTATION,, -,,,14437
MTSE 790A -803,"Levy, Roland      ", DOCTORAL DISSERTATION,, -,,,14438
MTSE 790A -808,"Tyson, Trevor      ", DOCTORAL DISSERTATION,, -,,,14439
MTSE 790A -819,"Thomas, Gordon      ", DOCTORAL DISSERTATION,, -,,,14440
MTSE 790A -825,"Sirenko, Andrei      ", DOCTORAL DISSERTATION,, -,,,14441
MTSE 790A -826,"Zhou, Tao      ", DOCTORAL DISSERTATION,, -,,,14442
MTSE 790A -828,"Prodan, Camelia      ", DOCTORAL DISSERTATION,, -,,,14443
MTSE 790B -072,"Jaffe, Michael      ", DOC DISSERTATION & RES,, -,,,14444
MTSE 790B -076,"Pfister, Bryan      ", DOC DISSERTATION & RES,, -,,,14445
MTSE 790B -080,"Armenante, Piero      ", DOC DISSERTATION & RES,, -,,,14446
MTSE 790B -145,, DOC DISSERTATION & RES,, -,,,14447
MTSE 790B -148,"Mitra, Somenath      ", DOC DISSERTATION & RES,, -,,,14448
MTSE 790B -150,"Krasnoperov, Lev      ", DOC DISSERTATION & RES,, -,,,14449
MTSE 790B -253,"Grebel, Haim      ", DOC DISSERTATION & RES,, -,,,14450
MTSE 790B -270,"Sosnowski, Marek      ", DOC DISSERTATION & RES,, -,,,14451
MTSE 790B -304,"Arinzeh, Treena      ", DOC DISSERTATION & RES,, -,,,14452
MTSE 790B -307,"Tsybeskov, Leonid      ", DOC DISSERTATION & RES,, -,,,14453
MTSE 790B -445,"Dave, Rajesh      ", DOC DISSERTATION & RES,, -,,,14454
MTSE 790B -478,"Narh, Kwabena      ", DOC DISSERTATION & RES,, -,,,14455
MTSE 790B -781,"Chin, Ken      ", DOC DISSERTATION & RES,, -,,,14456
MTSE 790B -792,"Ravindra, N.      ", DOC DISSERTATION & RES,, -,,,14457
MTSE 790B -796,"Ahn, Keun Hyuk     ", DOC DISSERTATION & RES,, -,,,14458
MTSE 790B -803,"Levy, Roland      ", DOC DISSERTATION & RES,, -,,,14459
MTSE 790B -808,"Tyson, Trevor      ", DOC DISSERTATION & RES,, -,,,14460
MTSE 790B -819,"Thomas, Gordon      ", DOC DISSERTATION & RES,, -,,,14461
MTSE 790B -825,"Sirenko, Andrei      ", DOC DISSERTATION & RES,, -,,,14462
MTSE 790B -826,"Zhou, Tao      ", DOC DISSERTATION & RES,, -,,,14463
MTSE 790B -828,"Prodan, Camelia      ", DOC DISSERTATION & RES,, -,,,14464
MTSE 790C -072,"Jaffe, Michael      ", DOC DISSERTATION & RES,, -,,,14465
MTSE 790C -076,"Pfister, Bryan      ", DOC DISSERTATION & RES,, -,,,14466
MTSE 790C -080,"Armenante, Piero      ", DOC DISSERTATION & RES,, -,,,14467
MTSE 790C -145,, DOC DISSERTATION & RES,, -,,,14468
MTSE 790C -304,"Arinzeh, Treena      ", DOC DISSERTATION & RES,, -,,,14469
MTSE 790C -445,"Dave, Rajesh      ", DOC DISSERTATION & RES,, -,,,14470
MTSE 790C -486,"Khusid, Boris      ", DOC DISSERTATION & RES,, -,,,14471
MTSE 790C -781,"Chin, Ken      ", DOC DISSERTATION & RES,, -,,,14472
MTSE 790C -792,"Ravindra, N.      ", DOC DISSERTATION & RES,, -,,,14473
MTSE 790C -796,"Ahn, Keun Hyuk     ", DOC DISSERTATION & RES,, -,,,14474
MTSE 790C -803,"Levy, Roland      ", DOC DISSERTATION & RES,, -,,,14475
MTSE 790C -804,"Federici, John      ", DOC DISSERTATION & RES,, -,,,14476
MTSE 790C -808,"Tyson, Trevor      ", DOC DISSERTATION & RES,, -,,,14477
MTSE 790C -819,"Thomas, Gordon      ", DOC DISSERTATION & RES,, -,,,14478
MTSE 790C -825,"Sirenko, Andrei      ", DOC DISSERTATION & RES,, -,,,14479
MTSE 790C -826,"Zhou, Tao      ", DOC DISSERTATION & RES,, -,,,14480
MTSE 790C -828,"Prodan, Camelia      ", DOC DISSERTATION & RES,, -,,,14481
MTSE 790D -072,"Jaffe, Michael      ", DOC DISSERTATION & RES,, -,,,14482
MTSE 790D -076,"Pfister, Bryan      ", DOC DISSERTATION & RES,, -,,,14483
MTSE 790D -080,"Armenante, Piero      ", DOC DISSERTATION & RES,, -,,,14484
MTSE 790D -150,"Krasnoperov, Lev      ", DOC DISSERTATION & RES,, -,,,14485
MTSE 790D -262,"Niver, Edip      ", DOC DISSERTATION & RES,, -,,,14486
MTSE 790D -304,"Arinzeh, Treena      ", DOC DISSERTATION & RES,, -,,,14487
MTSE 790D -445,"Dave, Rajesh      ", DOC DISSERTATION & RES,, -,,,14488
MTSE 790D -781,"Chin, Ken      ", DOC DISSERTATION & RES,, -,,,14489
MTSE 790D -792,"Ravindra, N.      ", DOC DISSERTATION & RES,, -,,,14490
MTSE 790D -796,"Ahn, Keun Hyuk     ", DOC DISSERTATION & RES,, -,,,14491
MTSE 790D -803,"Levy, Roland      ", DOC DISSERTATION & RES,, -,,,14492
MTSE 790D -808,"Tyson, Trevor      ", DOC DISSERTATION & RES,, -,,,14493
MTSE 790D -819,"Thomas, Gordon      ", DOC DISSERTATION & RES,, -,,,14494
MTSE 790D -825,"Sirenko, Andrei      ", DOC DISSERTATION & RES,, -,,,14495
MTSE 790D -826,"Zhou, Tao      ", DOC DISSERTATION & RES,, -,,,14496
MTSE 790D -828,"Prodan, Camelia      ", DOC DISSERTATION & RES,, -,,,14497
MTSE 790E -781,"Chin, Ken      ", DOCT DISSERTATION & RESRCH,, -,,,14498
MTSE 790E -796,"Ahn, Keun Hyuk     ", DOCT DISSERTATION & RESRCH,, -,,,14499
MTSE 790E -803,"Levy, Roland      ", DOCT DISSERTATION & RESRCH,, -,,,14500
MTSE 790E -808,"Tyson, Trevor      ", DOCT DISSERTATION & RESRCH,, -,,,14501
MTSE 790E -819,"Thomas, Gordon      ", DOCT DISSERTATION & RESRCH,, -,,,14502
MTSE 790E -825,"Sirenko, Andrei      ", DOCT DISSERTATION & RESRCH,, -,,,14503
MTSE 790E -826,"Zhou, Tao      ", DOCT DISSERTATION & RESRCH,, -,,,14504
MTSE 790E -828,"Prodan, Camelia      ", DOCT DISSERTATION & RESRCH,, -,,,14505
MTSE 790F -071,"Sirkar, Kamalesh      ", DOCT DISRTN & RESEARCH,, -,,,15975
MTSE 790F -781,"Chin, Ken      ", DOCT DISRTN & RESEARCH,, -,,,14506
MTSE 790F -792,"Ravindra, N.      ", DOCT DISRTN & RESEARCH,, -,,,14507
MTSE 790F -796,"Ahn, Keun Hyuk     ", DOCT DISRTN & RESEARCH,, -,,,14508
MTSE 790F -803,"Levy, Roland      ", DOCT DISRTN & RESEARCH,, -,,,14509
MTSE 790F -808,"Tyson, Trevor      ", DOCT DISRTN & RESEARCH,, -,,,14510
MTSE 790F -819,"Thomas, Gordon      ", DOCT DISRTN & RESEARCH,, -,,,14511
MTSE 790F -825,"Sirenko, Andrei      ", DOCT DISRTN & RESEARCH,, -,,,14512
